"ActivityLabel" "SubjectID" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()"
"SITTING" 23 0.27369013 -0.0066078605 -0.11720692 -0.99329449 -0.96361298 -0.9163439 0.96787481 0.063497735 -0.060708091 -0.99164493 -0.9600446 -0.96530055 0.080543102 0.0011395474 0.032687012 -0.98877894 -0.98126096 -0.97835316 -0.02797292 -0.029065449 0.096779051 -0.97631525 -0.94027394 -0.97912552 -0.098273583 -0.027582026 -0.056283212 -0.9869761 -0.97576264 -0.99252798 -0.95687142 -0.96124571 -0.95687142 -0.96124571 -0.98278513 -0.98427121 -0.95191395 -0.95078645 -0.98252106 -0.97783478 -0.99026532 -0.96933943 -0.94880427 -0.99495572 -0.96196169 -0.90616432 -0.9881321 -0.98120565 -0.97498745 -0.99063281 -0.98267471 -0.98030826 -0.97756721 -0.9567916 -0.98259312 -0.97615094 -0.93219924 -0.97972342 -0.96725821 -0.9627292 -0.98248012 -0.98507506 -0.96000203 -0.95286749 -0.97910653 -0.9772029
"SITTING" 24 0.27500271 -0.017573786 -0.11153137 -0.99303291 -0.95550076 -0.97341195 0.96589377 0.090351316 0.037419247 -0.99625444 -0.98328487 -0.99247637 0.077307106 0.024892669 -0.022028202 -0.98905691 -0.9802595 -0.98507195 -0.028046496 -0.085952003 0.0761458 -0.99460251 -0.98737678 -0.98441281 -0.097667358 -0.044750075 -0.069033418 -0.99141117 -0.99291739 -0.99299495 -0.97858997 -0.98098654 -0.97858997 -0.98098654 -0.98526172 -0.98910126 -0.98732386 -0.99025436 -0.99296435 -0.99514626 -0.99251401 -0.96778767 -0.97631508 -0.99315483 -0.9515613 -0.97280576 -0.99055981 -0.98004961 -0.98294625 -0.98830126 -0.98195652 -0.98569595 -0.99187026 -0.98841284 -0.98327386 -0.99551596 -0.98673459 -0.9861128 -0.98032354 -0.98331491 -0.98715452 -0.99114802 -0.99096782 -0.99121506 -0.99461866 -0.99600401
"SITTING" 25 0.27635384 -0.013894672 -0.10458054 -0.99677841 -0.99162219 -0.9812196 0.96561362 0.092020403 0.0067720076 -0.99907921 -0.99539384 -0.99296847 0.071994575 0.012135978 -0.0089241775 -0.99549253 -0.99021368 -0.9844801 -0.027851446 -0.077160376 0.0868267 -0.9968584 -0.98897479 -0.99199634 -0.09711836 -0.040786352 -0.05451772 -0.9957492 -0.99492239 -0.99369255 -0.9919827 -0.99096715 -0.9919827 -0.99096715 -0.99009303 -0.99046 -0.9925651 -0.99191389 -0.99554358 -0.99652004 -0.99598364 -0.99037514 -0.9813749 -0.99713685 -0.99176428 -0.98171013 -0.99529028 -0.99082133 -0.98181376 -0.99615687 -0.99009816 -0.98573848 -0.99625398 -0.9907785 -0.99083669 -0.99698887 -0.98789913 -0.99308395 -0.98988118 -0.99223551 -0.98841365 -0.99278869 -0.99312446 -0.99219989 -0.99615085 -0.9970035
"SITTING" 26 0.28588535 -0.026719988 -0.12098788 -0.99470982 -0.98169571 -0.97627965 0.93005212 0.10901655 0.22543276 -0.99312871 -0.98493167 -0.97691812 0.084451055 0.0011440748 -0.02836565 -0.99126869 -0.98454098 -0.98909904 -0.027378738 -0.1087499 0.10012488 -0.99622967 -0.97736714 -0.98500998 -0.095783676 -0.024509084 -0.066365071 -0.99532676 -0.9925532 -0.98923271 -0.98178493 -0.98434979 -0.98178493 -0.98434979 -0.989953 -0.98971029 -0.97828773 -0.98185272 -0.99306687 -0.99434519 -0.99217544 -0.98008435 -0.97691621 -0.99612161 -0.98267159 -0.9768516 -0.99094402 -0.98557747 -0.98752649 -0.99246477 -0.98430049 -0.98915095 -0.99451064 -0.97960865 -0.98217443 -0.99678145 -0.9760984 -0.98738272 -0.98668152 -0.98422615 -0.98891032 -0.98954551 -0.98425768 -0.98304527 -0.99388224 -0.9951156
"SITTING" 27 0.27431776 -0.017516463 -0.092135968 -0.99511239 -0.98719132 -0.97897121 0.96373236 0.088015245 0.073801889 -0.99616592 -0.99530375 -0.97045071 0.075141696 0.010219339 -0.0042287601 -0.993657 -0.99387093 -0.99074011 -0.027325057 -0.07294271 0.089059191 -0.99493206 -0.98864794 -0.98980595 -0.097914354 -0.040997869 -0.054866352 -0.99662411 -0.99648842 -0.99445375 -0.98639317 -0.98559979 -0.98639317 -0.98559979 -0.99357048 -0.99398002 -0.99128882 -0.99081446 -0.99671618 -0.99787763 -0.99420178 -0.99041341 -0.98454394 -0.99548556 -0.98527718 -0.97641722 -0.99364978 -0.9934843 -0.99007016 -0.99422268 -0.99485881 -0.9897901 -0.99493919 -0.99270435 -0.99113117 -0.9948649 -0.98652515 -0.99010833 -0.98699038 -0.9858592 -0.99353913 -0.9931152 -0.99246414 -0.99098854 -0.99761119 -0.99813973
"SITTING" 28 0.27616827 -0.01767685 -0.1114335 -0.98923165 -0.96124244 -0.94859006 0.92354738 -0.30535876 -0.1078289 -0.99653585 -0.99617027 -0.98294544 0.077322143 0.014015254 0.037456867 -0.98307069 -0.96442711 -0.98675189 -0.024572168 -0.060457506 0.082768789 -0.98925022 -0.95104981 -0.98332574 -0.094343335 -0.029833372 -0.056786162 -0.98913565 -0.98146364 -0.98384368 -0.97437528 -0.96284279 -0.97437528 -0.96284279 -0.9818465 -0.97538028 -0.96934354 -0.95426543 -0.9865462 -0.98027732 -0.98572384 -0.9650843 -0.96355552 -0.99097576 -0.96061973 -0.94369416 -0.9825774 -0.9699955 -0.98240992 -0.98521915 -0.96053315 -0.99031997 -0.98541097 -0.95920521 -0.98107765 -0.99044113 -0.94678619 -0.98557647 -0.96575718 -0.96575052 -0.97620416 -0.97274118 -0.96485004 -0.95502558 -0.98179149 -0.97920834
"SITTING" 29 0.27625505 -0.015158414 -0.10655842 -0.99551095 -0.98460899 -0.98202754 0.90731741 0.1757495 0.23767005 -0.99527527 -0.99313264 -0.99093042 0.075678137 0.0099512099 -0.0034856761 -0.9966267 -0.99148295 -0.99144535 -0.027244406 -0.074018079 0.084735917 -0.99689662 -0.98839244 -0.98737905 -0.097248245 -0.040813494 -0.050708651 -0.99592162 -0.99635094 -0.99373339 -0.99068345 -0.99100338 -0.99068345 -0.99100338 -0.99411312 -0.99534825 -0.99144947 -0.98988393 -0.99678292 -0.99629157 -0.99679857 -0.98790119 -0.98726953 -0.99480149 -0.98281535 -0.97940969 -0.99691166 -0.99091866 -0.98863771 -0.99655163 -0.99289773 -0.99313603 -0.99634571 -0.9919839 -0.98949238 -0.99700846 -0.98646046 -0.9876425 -0.9911563 -0.9912903 -0.99487722 -0.9948037 -0.99250856 -0.98958609 -0.99635189 -0.99606717
"SITTING" 30 0.27442179 -0.017054162 -0.1050118 -0.99593745 -0.99128592 -0.98347189 0.92663857 0.0056338464 0.27753089 -0.99787957 -0.99617025 -0.99089296 0.07430209 0.012871455 0.0092419733 -0.99488132 -0.99207603 -0.99299168 -0.027872902 -0.068880033 0.082293118 -0.99478988 -0.98947766 -0.99135304 -0.097726237 -0.042369032 -0.051758617 -0.99756185 -0.99511848 -0.99484727 -0.99313645 -0.99155212 -0.99313645 -0.99155212 -0.99426126 -0.99651141 -0.99187195 -0.99087985 -0.99655743 -0.99628713 -0.99576383 -0.99015843 -0.98650623 -0.99591834 -0.9913746 -0.98196537 -0.99546352 -0.99240509 -0.99062755 -0.99460873 -0.99218742 -0.99416147 -0.99562518 -0.99063118 -0.99117843 -0.9945003 -0.98875509 -0.99207299 -0.99158152 -0.99182769 -0.99602264 -0.99597243 -0.99306542 -0.99069154 -0.99627191 -0.99618297
"STANDING" 1 0.27970111 -0.015808416 -0.10892197 -0.99875228 -0.99407978 -0.99191232 0.92454971 -0.34272485 -0.042445587 -0.99884075 -0.99892823 -0.99619352 0.077764031 0.014295134 0.015278058 -0.99859256 -0.99193032 -0.99355425 -0.02940213 -0.073564369 0.090744247 -0.99118358 -0.99579562 -0.99422436 -0.10611849 -0.038616827 -0.049512401 -0.99621073 -0.99753377 -0.99572842 -0.99767632 -0.99679782 -0.99767632 -0.99679782 -0.9961445 -0.99594761 -0.99357045 -0.99175226 -0.99737446 -0.99875583 -0.99857655 -0.99212553 -0.9907414 -0.99880529 -0.99453967 -0.99250446 -0.99859092 -0.99131547 -0.99287835 -0.99871417 -0.99338857 -0.99264733 -0.98982799 -0.99569278 -0.99313019 -0.99154056 -0.99581002 -0.99511954 -0.99645498 -0.99673334 -0.99517004 -0.99605427 -0.99305041 -0.99200935 -0.9984768 -0.99901349
"STANDING" 2 0.27655316 -0.014799101 -0.099806746 -0.98975103 -0.98237581 -0.9876677 0.87834175 -0.40276525 0.159183 -0.99390734 -0.99125485 -0.99351216 0.062294209 0.011576134 0.038942674 -0.99128161 -0.98464147 -0.98957987 -0.037625407 -0.044203067 0.067053991 -0.95747241 -0.96526481 -0.95325703 -0.14327557 -0.052638972 -0.085788525 -0.98030615 -0.98257935 -0.98658537 -0.99153285 -0.98008077 -0.99153285 -0.98008077 -0.99214121 -0.98513668 -0.97248141 -0.91271755 -0.98805069 -0.97626846 -0.98480277 -0.98142147 -0.98119964 -0.9925253 -0.98291839 -0.99326742 -0.99030838 -0.98271357 -0.98692411 -0.99339737 -0.98861586 -0.99098588 -0.94257946 -0.96842407 -0.95009064 -0.96219253 -0.96355183 -0.95847752 -0.97696766 -0.98439214 -0.98350261 -0.98608092 -0.92899912 -0.91672513 -0.97828577 -0.97488753
"STANDING" 3 0.27864378 -0.012788195 -0.1094543 -0.9897404 -0.9182417 -0.98489733 0.93173645 -0.31468974 -0.082649529 -0.99154479 -0.97112857 -0.99582416 0.073844744 -0.0081462416 0.0073738971 -0.98971124 -0.97765935 -0.98942872 -0.020128173 -0.076038569 0.097197856 -0.92685404 -0.9682498 -0.96454123 -0.10873819 -0.037022462 -0.038208424 -0.96484749 -0.98702082 -0.98759313 -0.9642833 -0.97761407 -0.9642833 -0.97761407 -0.98682527 -0.98977325 -0.94138119 -0.92607915 -0.98228938 -0.98038532 -0.98880743 -0.9443399 -0.98513026 -0.99003673 -0.91089797 -0.98503602 -0.98919455 -0.97867949 -0.98768735 -0.99130407 -0.97793662 -0.9896894 -0.93711397 -0.97398579 -0.96744144 -0.92536226 -0.96520198 -0.9666417 -0.98141386 -0.97771182 -0.98939869 -0.98886608 -0.94917489 -0.9245779 -0.98215821 -0.97905628
"STANDING" 4 0.27135016 -0.021277032 -0.10487863 -0.99407459 -0.9292348 -0.93397045 0.96978189 -0.058261952 0.11421571 -0.99671202 -0.95717799 -0.9504112 0.083456512 0.042397957 -0.072200808 -0.99348847 -0.97222558 -0.9882792 -0.045667263 -0.090088991 0.099306445 -0.92163189 -0.97588471 -0.92107815 -0.20171242 -0.021605805 -0.057454411 -0.96391682 -0.98960188 -0.97408097 -0.95951207 -0.95483387 -0.95951207 -0.95483387 -0.98592761 -0.98740667 -0.95491207 -0.86996186 -0.98717692 -0.96897331 -0.99371733 -0.94679396 -0.93587153 -0.99412587 -0.92452284 -0.93721556 -0.99216785 -0.96984022 -0.98524076 -0.99599564 -0.97766165 -0.99013286 -0.87463625 -0.97801844 -0.94128631 -0.93825484 -0.97468297 -0.92232872 -0.9678384 -0.95407266 -0.98672117 -0.98702718 -0.87409116 -0.88937007 -0.97180009 -0.96713248
"STANDING" 5 0.27716646 0.00037391287 -0.19484921 -0.98208438 -0.82781016 -0.62485948 0.9698582 -0.021232009 0.10595632 -0.99677655 -0.9851743 -0.97722028 0.073751093 0.09218316 -0.28952752 -0.97910494 -0.93817182 -0.96195707 0.040162435 -0.17392348 0.086322275 -0.69759845 -0.88237654 -0.80709483 0.10027809 -0.014219764 0.045076207 -0.91272901 -0.96792625 -0.93797319 -0.85883887 -0.66074822 -0.85883887 -0.66074822 -0.96388891 -0.94935067 -0.82090164 -0.53253219 -0.95873514 -0.93068823 -0.97938121 -0.86194884 -0.70898559 -0.98319782 -0.82164971 -0.61041077 -0.97919632 -0.94224914 -0.95519918 -0.98087466 -0.93761982 -0.9676218 -0.64920226 -0.91975499 -0.81623688 -0.71349839 -0.86486646 -0.82161289 -0.71257578 -0.68648275 -0.9574437 -0.93839237 -0.65849232 -0.53538438 -0.94872293 -0.91605972
"STANDING" 6 0.26700955 -0.010571922 -0.12027379 -0.9723627 -0.95282364 -0.96049728 0.91723199 -0.27240965 -0.21634199 -0.99840062 -0.98344387 -0.98543972 0.034267521 -0.016945112 -0.057075037 -0.97353595 -0.9723268 -0.9802496 -0.082120639 -0.070203969 0.12085012 -0.81866258 -0.96604973 -0.87291369 -0.26216168 -0.073228277 0.11458953 -0.93618202 -0.9745285 -0.955796 -0.97345366 -0.94130081 -0.97345366 -0.94130081 -0.97840808 -0.96983508 -0.9248754 -0.69112294 -0.97086123 -0.94596374 -0.96113916 -0.95131846 -0.95496508 -0.97830541 -0.95556254 -0.96673267 -0.97030615 -0.97244785 -0.97569954 -0.98041721 -0.97415297 -0.98375784 -0.74683844 -0.96286977 -0.81377421 -0.84193028 -0.96834422 -0.91148196 -0.93467006 -0.95364699 -0.97402242 -0.9630702 -0.72224076 -0.7225048 -0.95576388 -0.938125
"STANDING" 7 0.27643397 -0.0085987132 -0.10528745 -0.97695899 -0.97602648 -0.97425911 0.96918476 -0.10284786 0.11685434 -0.99876488 -0.98462243 -0.98580066 0.085523418 0.029689059 -0.017423995 -0.96950175 -0.98588172 -0.98677485 -0.025955261 -0.082854445 0.08187145 -0.99055348 -0.97736669 -0.97971683 -0.1041726 -0.039697875 -0.047500999 -0.98620007 -0.98501166 -0.98455167 -0.97933582 -0.96651439 -0.97933582 -0.96651439 -0.98557019 -0.96609542 -0.98416918 -0.97340842 -0.99049819 -0.97936399 -0.9703015 -0.97322671 -0.97753554 -0.98016726 -0.97807821 -0.97336547 -0.96619516 -0.98449446 -0.98330839 -0.97676405 -0.98892351 -0.98913081 -0.98599237 -0.97738371 -0.97658979 -0.9920661 -0.97741976 -0.98263558 -0.96417878 -0.97213282 -0.9679316 -0.96219749 -0.97693889 -0.97528756 -0.9807947 -0.97851546
"STANDING" 8 0.2778773 -0.017284606 -0.10973619 -0.99849856 -0.98868014 -0.99160004 0.93180089 -0.11649767 -0.25840509 -0.99786512 -0.99924914 -0.99978448 0.076928038 0.00051905703 -0.011340724 -0.99750792 -0.97632945 -0.98515621 -0.02895208 -0.067661524 0.089115975 -0.98975697 -0.99434976 -0.99327442 -0.10455879 -0.032354416 -0.062914601 -0.98592508 -0.99474467 -0.98552358 -0.99728259 -0.99225324 -0.99728259 -0.99225324 -0.98913777 -0.98269745 -0.99480299 -0.98383011 -0.99533385 -0.98555021 -0.99818021 -0.98396737 -0.98827068 -0.99863071 -0.99142947 -0.99400092 -0.99748913 -0.97754512 -0.98297286 -0.99774728 -0.97646219 -0.98584127 -0.98383922 -0.9931661 -0.98924282 -0.99182514 -0.99520347 -0.99589537 -0.98978945 -0.99467002 -0.98172869 -0.98266228 -0.98670383 -0.98437993 -0.98642052 -0.98495545
"STANDING" 9 0.27588764 -0.018328872 -0.11140591 -0.99689321 -0.98866698 -0.95798977 0.96337454 0.036719302 -0.12073578 -0.9974645 -0.99695286 -0.96619478 0.074608127 0.0042133039 0.023539239 -0.99428177 -0.99123092 -0.99070348 -0.029079153 -0.062988769 0.090837475 -0.98269261 -0.98779672 -0.9915694 -0.097217565 -0.04180637 -0.05836048 -0.99161803 -0.99655084 -0.9951567 -0.98193103 -0.9836767 -0.98193103 -0.9836767 -0.99303268 -0.99402339 -0.98316048 -0.98867856 -0.99564917 -0.99649773 -0.99572497 -0.98649292 -0.97645942 -0.99749901 -0.98957524 -0.95105594 -0.9945424 -0.99059877 -0.98816691 -0.9944515 -0.99276406 -0.99199968 -0.98386896 -0.99205386 -0.99115878 -0.98246767 -0.98557678 -0.99236695 -0.9858372 -0.98376102 -0.99182218 -0.9967497 -0.99162525 -0.98838365 -0.99624884 -0.99675986
"STANDING" 10 0.27490533 -0.014076128 -0.11086736 -0.99715812 -0.9751031 -0.97258299 0.94112539 0.17277288 0.0062086142 -0.997024 -0.98697725 -0.97542322 0.073214135 0.011562945 0.0020205949 -0.99539985 -0.9854569 -0.99251904 -0.021904665 -0.073413526 0.087528806 -0.98797258 -0.98945374 -0.99295762 -0.10452633 -0.041383023 -0.050951341 -0.99374439 -0.99688812 -0.99547383 -0.98424157 -0.98908077 -0.98424157 -0.98908077 -0.99233496 -0.99505519 -0.98723913 -0.99103652 -0.99649808 -0.99728576 -0.99685307 -0.98291866 -0.9852406 -0.99723612 -0.97194194 -0.96716949 -0.99554164 -0.98544944 -0.99071043 -0.99561588 -0.98650023 -0.99294349 -0.98881124 -0.99329351 -0.9926575 -0.98776273 -0.98743381 -0.99359412 -0.99004114 -0.98909061 -0.99434426 -0.99496111 -0.99259494 -0.99123328 -0.99745544 -0.99682481
"STANDING" 11 0.27782874 -0.014463267 -0.1059776 -0.99280382 -0.94862121 -0.98944268 0.96661592 -0.18111466 0.059712291 -0.99978354 -0.9910996 -0.99493242 0.078792789 0.0080323489 -0.0013469889 -0.99107671 -0.96065476 -0.9895177 -0.027899996 -0.075618692 0.078829634 -0.970255 -0.9873193 -0.96212126 -0.087348972 -0.032431865 -0.069368501 -0.97627216 -0.99135485 -0.97579246 -0.98175514 -0.97539296 -0.98175514 -0.97539296 -0.9827049 -0.98038764 -0.97512311 -0.96027948 -0.98589843 -0.98423012 -0.99111542 -0.95129168 -0.98839438 -0.99356475 -0.94937999 -0.99013058 -0.99062952 -0.96228611 -0.98818544 -0.99245776 -0.96140778 -0.98929871 -0.96336731 -0.98678677 -0.95756884 -0.97237055 -0.98766781 -0.96710223 -0.97447139 -0.9787285 -0.98048862 -0.97870119 -0.96837813 -0.96150141 -0.98601416 -0.98260059
"STANDING" 12 0.27187537 -0.025166099 -0.10916899 -0.96464767 -0.87929208 -0.95308459 0.94968304 -0.26888391 0.0075628542 -0.99261614 -0.97454312 -0.9860717 0.092183786 -0.0081489539 0.019208527 -0.93364729 -0.89177575 -0.97005833 -0.13736435 -0.0064367722 0.11743265 -0.82409006 -0.95473563 -0.93770888 -0.11207753 -0.017386535 -0.03654561 -0.88629145 -0.97195897 -0.94318452 -0.93835736 -0.93845746 -0.93835736 -0.93845746 -0.93371387 -0.92133304 -0.8340914 -0.78842998 -0.94060395 -0.94447037 -0.95087961 -0.87487646 -0.95329024 -0.97185554 -0.88839962 -0.95584467 -0.93334392 -0.8894235 -0.96246328 -0.94007347 -0.90277653 -0.97720366 -0.81589612 -0.95389755 -0.92392744 -0.82804909 -0.95549031 -0.94861413 -0.9317297 -0.95129325 -0.91387612 -0.93127775 -0.85253336 -0.78609222 -0.9471334 -0.94437592
"STANDING" 13 0.27761312 -0.017970806 -0.11157565 -0.99665046 -0.97500582 -0.96088508 0.94368647 -0.28568911 0.038954947 -0.99756988 -0.99007564 -0.97909604 0.076526511 0.011696491 -0.010727794 -0.99601541 -0.99029629 -0.99148361 -0.026137429 -0.083355659 0.091299224 -0.99152394 -0.98552969 -0.98851452 -0.10022838 -0.042886567 -0.05148099 -0.99628585 -0.99666809 -0.99165498 -0.9794418 -0.98755062 -0.9794418 -0.98755062 -0.99454331 -0.99242452 -0.98624097 -0.99290863 -0.99605847 -0.99737893 -0.99656668 -0.98467552 -0.98029261 -0.99659514 -0.9711628 -0.95346005 -0.99628805 -0.98948803 -0.98931037 -0.99601157 -0.99215866 -0.99233823 -0.99254565 -0.99181959 -0.98818947 -0.99122753 -0.9824833 -0.98953982 -0.98778001 -0.98829096 -0.99164633 -0.99232581 -0.9940959 -0.99304633 -0.99719431 -0.99750333
"STANDING" 14 0.28219146 -0.017967961 -0.10000383 -0.99127647 -0.94900918 -0.98225589 0.82498574 -0.22497041 -0.43360622 -0.99558795 -0.99726172 -0.98920311 0.077418222 0.014675976 0.014828295 -0.99250742 -0.97546864 -0.99102558 -0.024562715 -0.0760436 0.084118805 -0.96718729 -0.98729109 -0.97223465 -0.098651001 -0.030353 -0.048670742 -0.98336638 -0.99441734 -0.98698834 -0.98035714 -0.9703386 -0.98035714 -0.9703386 -0.98816992 -0.98896635 -0.97386817 -0.96418104 -0.99091231 -0.99104242 -0.99086562 -0.95910056 -0.98603033 -0.9913274 -0.94629111 -0.98042058 -0.9917538 -0.97584457 -0.99067565 -0.99420512 -0.9767267 -0.98973032 -0.97081527 -0.98762749 -0.97462146 -0.96660714 -0.987069 -0.97379634 -0.97736345 -0.96992761 -0.98878463 -0.98776386 -0.97510442 -0.96330941 -0.99204672 -0.98988569
"STANDING" 15 0.27716075 -0.019894245 -0.11100166 -0.99597205 -0.96429791 -0.99406731 0.96239381 -0.21714778 0.035131983 -0.99689074 -0.98183507 -0.9932494 0.078777215 0.024581398 -0.0063317446 -0.99352138 -0.98231315 -0.9947808 -0.028021643 -0.074499057 0.08190088 -0.99516009 -0.996637 -0.98791175 -0.10283289 -0.037201059 -0.055964328 -0.99385186 -0.99768098 -0.99340554 -0.98806153 -0.98665553 -0.98806153 -0.98665553 -0.99152262 -0.9952536 -0.99409265 -0.9937573 -0.99635127 -0.99760412 -0.99454084 -0.972404 -0.99403721 -0.99670077 -0.96157668 -0.99365338 -0.9933602 -0.9800543 -0.99399338 -0.99430024 -0.98697578 -0.99401966 -0.99309511 -0.99647772 -0.98875844 -0.9958127 -0.99668859 -0.9885535 -0.98764053 -0.98701498 -0.99472361 -0.99480093 -0.99443157 -0.99412314 -0.99726835 -0.9980112
"STANDING" 16 0.27202595 -0.0013289995 -0.12549146 -0.99206771 -0.91298492 -0.97245114 0.94923645 0.067439111 -0.1627908 -0.99499991 -0.99007719 -0.97963274 0.065062992 0.1216944 0.04626213 -0.98903173 -0.96681257 -0.98089802 -0.062459285 -0.084260945 0.065822188 -0.92798909 -0.95942404 -0.97592277 -0.1963482 -0.016631737 -0.073723201 -0.97156858 -0.98622181 -0.99083388 -0.97408353 -0.91840179 -0.97408353 -0.91840179 -0.98530628 -0.96887035 -0.95830739 -0.87310381 -0.98905039 -0.97439147 -0.99047467 -0.88975814 -0.9696821 -0.99275304 -0.93291134 -0.9757056 -0.9876934 -0.96782232 -0.97555252 -0.99186105 -0.96788734 -0.98549805 -0.88934021 -0.9583346 -0.97416033 -0.94123511 -0.96030634 -0.97860527 -0.91016007 -0.93518287 -0.96873765 -0.96760007 -0.88065403 -0.88943346 -0.97629382 -0.97330965
"STANDING" 17 0.28010523 -0.013478093 -0.096017232 -0.98449787 -0.98018729 -0.9726811 0.90319161 -0.35044796 -0.11911063 -0.99450395 -0.99151819 -0.97906149 0.067199565 0.027978112 0.031516522 -0.97402704 -0.9796974 -0.98854195 -0.011284212 -0.082279228 0.075537807 -0.98629502 -0.98526684 -0.97161826 -0.11898044 -0.024225783 -0.084296755 -0.98007154 -0.99209095 -0.98991053 -0.98351881 -0.9705054 -0.98351881 -0.9705054 -0.98698312 -0.96849639 -0.97753073 -0.97287807 -0.99282302 -0.98344705 -0.97875681 -0.97536229 -0.97518236 -0.98745941 -0.98336868 -0.97237703 -0.97323735 -0.97986421 -0.98477706 -0.97736958 -0.98092577 -0.99140137 -0.97750648 -0.98239823 -0.96291823 -0.98947194 -0.98740149 -0.97771537 -0.97175833 -0.97317777 -0.97045635 -0.96437141 -0.97153965 -0.97860942 -0.98669479 -0.98033186
"STANDING" 18 0.27625332 -0.015503466 -0.10631884 -0.99574308 -0.98646466 -0.97880808 0.92376103 -0.23066581 -0.215481 -0.99551031 -0.98813296 -0.97905551 0.073149942 0.0039383241 -0.025751986 -0.99563593 -0.99074779 -0.99138126 -0.028805744 -0.081694121 0.090332025 -0.99500528 -0.99336458 -0.99554609 -0.10533227 -0.042335654 -0.051157315 -0.99535933 -0.99651719 -0.99434445 -0.98979382 -0.99129602 -0.98979382 -0.99129602 -0.99368736 -0.9945895 -0.99395118 -0.9949108 -0.99642067 -0.99756115 -0.99504123 -0.98642301 -0.98328405 -0.99601147 -0.98622517 -0.9768572 -0.9949045 -0.99064222 -0.99128337 -0.99705775 -0.9915482 -0.98981774 -0.9917696 -0.99449986 -0.99418672 -0.99617951 -0.99263125 -0.99649446 -0.99146893 -0.99153633 -0.99478053 -0.99284303 -0.99493896 -0.99563095 -0.99733797 -0.99770152
"STANDING" 19 0.27217334 -0.016179659 -0.072926716 -0.98845884 -0.87601588 -0.85389858 0.96070168 -0.16390665 0.11475474 -0.99094581 -0.92667927 -0.85250693 0.068529139 -0.060086321 -0.058695749 -0.99168494 -0.97971382 -0.98459025 0.096048265 -0.1217074 0.15570524 -0.88011246 -0.9711969 -0.93896006 -0.14255428 -0.042008572 -0.068097707 -0.97948404 -0.9936688 -0.98913096 -0.90654201 -0.92660473 -0.90654201 -0.92660473 -0.9856776 -0.98876482 -0.85634852 -0.81535625 -0.98886539 -0.99146546 -0.98868774 -0.89968574 -0.92958269 -0.98819858 -0.87158198 -0.83172184 -0.99174087 -0.97885017 -0.98143862 -0.99234838 -0.98236925 -0.98645201 -0.90084503 -0.98202131 -0.9601369 -0.87704943 -0.96606087 -0.93857512 -0.95218087 -0.92489467 -0.9873815 -0.98963644 -0.90195476 -0.80110916 -0.99147721 -0.99164504
